"","temp_ssp2_20","temp_ssp4_20","chl_ssp2_20","chl_ssp4_20","mld_ssp2_20","mld_ssp4_20","temp_ssp2_50","temp_ssp4_50","chl_ssp2_50","chl_ssp4_50","mld_ssp2_50","mld_ssp4_50","temp_ssp2_90","temp_ssp4_90","chl_ssp2_90","chl_ssp4_90","mld_ssp2_90","mld_ssp4_90","occurance_status","long","lat"
"9947",27.5725925375022,27.7102553979586,0.113748155493344,0.103621284298702,33.0222674825469,32.8601958293287,28.2535550010946,28.4839311824709,0.111867475750168,0.120294485607551,32.1447438921922,33.2170211741583,28.8342047697271,29.3098724996268,0.112853026250739,0.112244447275599,33.2387556915634,32.5288008501547,"ABSENT",-86.425,25.725
"9948",26.4168500932904,26.4843616803797,0.182345494721404,0.202048433844888,30.2225632292362,30.3400937972139,27.1658485810842,27.32206234531,0.19134852698677,0.209114277332146,30.6951576547235,30.977259914112,27.7409429214331,28.2088550187014,0.205871896091344,0.133645464336424,32.7336532231751,33.1772063501725,"ABSENT",-93.425,26.225
"9949",27.234361816345,27.3017019653558,0.0942415019912477,0.0860095108699625,21.484854023123,20.8750041562922,27.9676800546158,28.1500983085543,0.0990328063199477,0.0951063028251966,21.197699627824,21.1688631814896,28.5496341850316,28.9963275377933,0.0967857388724752,0.090768286275503,22.320614907921,23.132452115134,"ABSENT",-95.775,21.025
"9950",28.5039779582295,28.512993159451,0.0798687864298369,0.0848053471785852,35.1891028745745,35.303785469168,29.1752407957859,29.2913290488168,0.0808753344163148,0.0800683366940134,36.1171680897377,36.1468756176427,29.7570328143586,30.1410271973844,0.0813544339960685,0.0813403438013756,36.6355712213262,36.8100840719955,"ABSENT",-85.125,19.725
"9951",26.1735523985757,26.2710455931965,0.192319466885389,0.222766214598325,31.0645033302249,30.9803299438866,26.953181659063,27.1128343117221,0.206608392138397,0.23534009027036,31.5197544972088,31.7363289697584,27.543941280603,28.0098541348775,0.217351240015094,0.192471989903934,33.8458337398721,33.5751517598417,"ABSENT",-92.825,27.275
"9952",28.6229117505087,28.6501926631821,0.109962522418406,0.132125725285341,18.4159904051599,18.2592230376137,29.2611524085672,29.3178606636568,0.117774314962906,0.146613473087654,18.5652709929502,18.2926976168367,29.8226710930209,30.0986285022618,0.115811936639903,0.139707228156986,18.6056525539773,18.6249305386086,"ABSENT",-82.825,15.075
"9953",27.0094660891651,27.0568628410925,0.103918976458322,0.102936791598539,28.9923039151725,29.491737739305,27.7323223306391,27.908004561167,0.106879229562803,0.116359832206559,29.3980613407769,29.3273220023899,28.2876139921625,28.7084424455437,0.109977017874358,0.117860834012161,29.9375404588351,29.9321774043915,"ABSENT",-93.025,23.675
"9954",24.2988758421321,24.5442371754944,0.286345790337188,0.353044755308193,16.5366166142604,16.7713790005168,25.1365458424387,25.34573340406,0.325128149162683,0.365498369223952,16.4694497782263,17.5230152524028,25.7153580492429,26.1736736768039,0.333940847476099,0.335706786904584,17.4494730294555,17.9842535038698,"ABSENT",-95.375,28.275
"9955",28.5704033731258,28.5941606640909,0.0814561427337754,0.108651184544956,21.0031460649954,20.5834014810427,29.2187168967969,29.2714333870269,0.0947056228291564,0.126970228709893,21.4534916964301,20.7805025927554,29.7800154483673,30.0606342317086,0.0905455099720387,0.124272493150713,21.460717660135,21.4809227378597,"ABSENT",-82.425,15.875
"9956",26.5221842875737,26.5058732605228,0.213003999151936,0.216711016039869,9.76693020911116,9.53540583814537,27.1719511997178,27.2683503997595,0.212567074773651,0.213443153623932,9.63866532888189,9.4495814318691,27.733406987953,28.0288779458408,0.21350934925517,0.213965384076478,9.3336599454811,9.36278283369444,"ABSENT",-87.775,21.525
"9957",28.7364769161785,28.7414485222262,0.228616186608265,0.250622506273743,13.1886322072423,12.7123122508224,29.3845867110958,29.4382096789329,0.238855378623541,0.253021172912151,13.513381081046,12.7326325754216,29.9424704475182,30.2398156784556,0.238786516479538,0.257347854751337,13.7650960816039,13.8711025483975,"ABSENT",-83.925,15.675
"9958",23.1158810129086,23.2768384621079,0.932357715373944,0.994600058056348,6.89754475499238,6.20368352235073,23.9459805944729,24.2219190841552,0.962110429811232,1.08277598779911,7.06134821303988,6.27317026929082,24.5818064370497,25.1682318040652,0.99321574168005,1.08173724595903,7.09243163194316,6.91337766107534,"ABSENT",-88.225,30.325
"9959",28.0265824105951,28.0942251781192,0.10405246685589,0.105773334583661,34.2738593059273,34.4134614865344,28.6895244743133,28.8800317529814,0.110587291604692,0.121742409360843,34.0075029215595,34.318910939384,29.2753864559259,29.7482896471942,0.11145846076754,0.12474195926012,34.4327989830201,33.7694868928352,"ABSENT",-81.775,23.575
